"targetGene","N_TFs","RSquared"
"ERVMER34-1",11,0.567974063546923
"ERVW-1",15,0.422241490119578
"ESAM",15,0.640500466837775
"ESCO1",15,0.2808562149619
"ESCO2",15,0.502581879503389
"ESD",15,0.263503237157235
"ESF1",13,0.336249772439511
"ESPL1",15,0.437130764148269
"ESRP1",15,0.259633335078927
"ESRP2",15,0.502658765718811
"ESRRA",15,0.735733142961552
"ESRRG",15,0.82579072050543
"ESYT1",15,0.469643088882832
"ESYT2",15,0.561767857049614
"ESYT3",15,0.435697516534703
"ETAA1",14,0.329182327717331
"ETF1",15,0.748787409478044
"ETFA",15,0.609955389656596
"ETFDH",15,0.442961904450308
"ETFRF1",15,0.385177615353462
"ETNK1",15,0.592277833315478
"ETS1",15,0.863342852373475
"ETS2",15,0.608699172076063
"ETV1",15,0.405689500745332
"ETV3",15,0.45664760956487
"ETV4",15,0.475458866984828
"ETV5",15,0.49456752937871
"ETV6",15,0.5743943358845
"ETV7",11,0.254742621742226
"EVA1A",15,0.279073210738373
"EVA1B",15,0.662690671339541
"EVA1C",15,0.513697392218397
"EVI2A",15,0.662539847246886
"EVI2B",15,0.515471309849485
"EVI5",15,0.737995080824531
"EVI5L",15,0.455033449816827
"EVL",15,0.284282767592408
"EVPL",15,0.377395769524907
"EWSR1",15,0.468790475052568
"EXO1",12,0.744144528918842
"EXOC1",15,0.272244705758148
"EXOC2",15,0.499828370703372
"EXOC3",15,0.324160055879986
"EXOC3L1",15,0.632309229421034
"EXOC4",4,0.337050853415262
"EXOC5",15,0.813028794338191
"EXOC6",15,0.802242720034975
"EXOC6B",15,0.74440141876718
"EXOC8",15,0.75703580016604
"EXOG",15,0.388068312269146
"EXOSC1",15,0.32844105924443
"EXOSC10",15,0.433861171454268
"EXOSC2",15,0.369835512292687
"EXOSC4",15,0.766417666069814
"EXOSC5",15,0.48989248654894
"EXOSC8",15,0.520341942808382
"EXOSC9",15,0.427640908377891
"EXPH5",15,0.699308104713819
"EXT2",15,0.450418603261217
"EXTL2",13,0.473414949846975
"EXTL3",15,0.901635407734605
"EYA2",15,0.474926730814331
"EYA3",15,0.322977270898781
"EZH1",15,0.256621248293077
"EZH2",15,0.702806398307753
"EZR",15,0.637019721806988
"F10",15,0.348536473611526
"F11R",15,0.502602790295473
"F13A1",15,0.687839912551918
"F2R",15,0.733544948807157
"F2RL1",15,0.313603008602325
"F3",15,0.591610157268537
"F5",15,0.586357004203045
"F8",15,0.423270236371757
"FAAH",15,0.391321781370778
"FAAP100",15,0.440286389351117
"FAAP20",15,0.325646419707501
"FABP5",15,0.612166184719226
"FADD",15,0.583880440927906
"FADS1",15,0.433106722951142
"FADS2",15,0.580718959515397
"FAF2",15,0.802478614570566
"FAH",15,0.275312903721155
"FAHD2A",15,0.456815015452332
"FAM102B",15,0.342875146965278
"FAM104A",15,0.316255742950979
"FAM104B",15,0.498447979915354
"FAM107A",13,0.34604283275062
"FAM107B",15,0.457688463807133
"FAM110A",15,0.533049136752317
"FAM110B",15,0.466440243530797
"FAM111A",15,0.490203300271783
"FAM117A",15,0.411590978326992
"FAM117B",15,0.605173722140324
"FAM118A",15,0.361138622591164
"FAM120A",15,0.665781939558182
"FAM120AOS",15,0.776634071307972
"FAM120C",15,0.493609090588099
"FAM122A",15,0.471866187644437
"FAM122B",15,0.70397471603465
"FAM124A",15,0.598020555007782
"FAM124B",14,0.543661862952708
"FAM126A",15,0.521812811103611
"FAM126B",15,0.805898512919816
"FAM129A",15,0.731287931633845
"FAM129B",15,0.363837695817469
"FAM131A",15,0.64788616433778
"FAM133B",15,0.524119363568561
"FAM135A",15,0.461394455849311
"FAM13A",15,0.605663558543719
"FAM13B",15,0.472973977059114
"FAM13C",14,0.507079974638443
"FAM155A",15,0.344991119279314
"FAM156A",15,0.712906481271441
"FAM156B",15,0.766054887115238
"FAM160B1",15,0.81708961845411
"FAM160B2",15,0.261996873345435
"FAM162A",15,0.376975544989848
"FAM162B",15,0.393978049151056
"FAM167A",15,0.299800472294514
"FAM168A",15,0.702118845167828
"FAM168B",15,0.626352010166363
"FAM169A",14,0.427524557237843
"FAM171A1",15,0.636047558120025
"FAM171B",15,0.66954156187549
"FAM172A",15,0.445381282539316
"FAM173A",15,0.298569162537644
"FAM173B",15,0.319695169467432
"FAM174B",15,0.3154650346767
"FAM182B",15,0.294359629680826
"FAM189B",15,0.551618082668295
"FAM192A",15,0.507402954769257
"FAM193A",15,0.614468120408607
"FAM193B",15,0.265936766376023
"FAM198A",15,0.38211184754718
"FAM198B",15,0.721058190278879
"FAM199X",15,0.862454416751969
"FAM200B",15,0.393512789163679
"FAM204A",15,0.384423720263395
"FAM208A",15,0.671272089051747
"FAM208B",15,0.526252951105439
"FAM20A",15,0.69298486850498
"FAM20B",15,0.603379041610532
"FAM20C",15,0.70698740558856
"FAM210A",15,0.449501354778617
"FAM210B",15,0.415253005095807
"FAM216A",15,0.357039227743461
"FAM217B",15,0.440363007058043
"FAM219A",15,0.356891011418354
"FAM219B",15,0.598429241864263
"FAM222B",14,0.493383171104507
"FAM228B",15,0.445142587758291
"FAM229B",15,0.555011999975249
"FAM234A",15,0.451004760300776
"FAM234B",15,0.313375279998826
"FAM241A",15,0.517961637042329
"FAM32A",15,0.700677501776281
"FAM3A",15,0.662138491072475
"FAM3C",15,0.399049975071229
"FAM43A",15,0.726584530672856
"FAM45A",15,0.375011468840996
"FAM47E",15,0.366946293505396
"FAM47E-STBD1",15,0.366954318997372
"FAM49A",15,0.390229380266282
"FAM49B",15,0.620810584715124
"FAM50A",15,0.542520451385722
"FAM53B",15,0.599472678996023
"FAM53C",15,0.542833629124516
"FAM57A",15,0.504613634477733
"FAM69B",15,0.763051353829624
"FAM76A",15,0.291251785447049
"FAM76B",15,0.701819490740053
"FAM78A",15,0.611426988857453
"FAM83D",15,0.626376847914144
"FAM83E",15,0.321346084146953
"FAM83G",14,0.27103877375723
"FAM83H",15,0.470378140523938
"FAM84A",15,0.668990315839255
"FAM89A",15,0.566400604432124
"FAM8A1",15,0.635476504451351
"FAM91A1",15,0.6594779198843
"FAM92A",15,0.527383869171113
"FAM98A",15,0.6079125248107
"FAM98B",15,0.591149681326198
"FANCA",13,0.437123346551911
"FANCC",15,0.300265331532879
"FANCD2",15,0.614220572106577
"FANCE",15,0.340927979600459
"FANCI",15,0.710285257576736
"FANCL",15,0.268326455483007
"FANCM",15,0.30202720490409
"FAR1",15,0.724362159339972
"FAR2",12,0.436514749168975
"FARP1",15,0.668911939072684
"FARP2",15,0.363686291108366
"FARSA",15,0.42322762677134
"FAS",15,0.55418097586507
"FASN",15,0.501666496522358
"FASTK",15,0.556511272831577
"FASTKD2",15,0.289223827620388
"FASTKD3",15,0.305197043469978
"FASTKD5",15,0.488060773360629
"FAT1",15,0.548548020380645
"FAT2",15,0.731592959328081
"FAT4",15,0.634172095135186
"FAU",15,0.537448477957856
"FAXDC2",15,0.501419745448015
"FBL",15,0.256654825521302
"FBLIM1",12,0.387518356232722
"FBLN2",15,0.666665126157546
"FBLN5",15,0.29870919010104
"FBLN7",15,0.515071738256299
"FBN1",15,0.733794301135987
"FBN2",15,0.468069803656568
"FBP1",15,0.291779752865503
"FBRS",15,0.822807117105392
"FBRSL1",15,0.606555080570133
"FBXL12",15,0.419998314036992
"FBXL15",15,0.385877171369416
"FBXL17",15,0.665645324968351
"FBXL18",15,0.411891173515972
"FBXL19",15,0.635837504110388
"FBXL2",15,0.511615959706665
"FBXL20",15,0.42878448549458
"FBXL3",15,0.864478287558908
"FBXL4",15,0.501573871270079
"FBXL5",15,0.794587245939617
"FBXL6",15,0.396361470961498
"FBXL7",13,0.769961928189985
"FBXL8",9,0.363849569913469
"FBXO11",15,0.679250367497018
"FBXO15",15,0.41436424278464
"FBXO17",15,0.35798143862983
"FBXO21",15,0.297659431057782
"FBXO22",15,0.63889362536169
"FBXO24",15,0.304187575286937
"FBXO28",15,0.521530609392521
"FBXO3",15,0.305236666122993
"FBXO30",15,0.595356100473356
"FBXO32",15,0.30201258166425
"FBXO33",15,0.5474143477253
"FBXO34",14,0.310640375272307
"FBXO36",15,0.255148201999542
"FBXO38",12,0.265105681440199
"FBXO4",15,0.552212843150646
"FBXO41",15,0.511148400720925
"FBXO42",15,0.586296830135171
"FBXO45",15,0.509065726880045
"FBXO46",15,0.487737471664027
"FBXO48",15,0.324774146947249
"FBXO5",4,0.456572308111071
"FBXO8",15,0.672614079681118
"FBXO9",15,0.575000857356848
"FBXW11",15,0.561202908964847
"FBXW11P1",12,0.379593278879079
"FBXW2",15,0.515762627915396
"FBXW4",15,0.342308539858241
"FBXW4P1",11,0.305176650277758
"FBXW5",15,0.720609341867978
"FBXW7",15,0.485565529005335
"FBXW9",15,0.28546411111013
"FCER1G",15,0.824640588086967
"FCF1",15,0.255169748618376
"FCGR2A",15,0.757197411492718
"FCGR3A",13,0.646831176831355
"FCGR3B",15,0.443270951964959
"FCGRT",15,0.793301110865161
"FCHO1",15,0.296008201797148
"FCHO2",15,0.594640713288674
"FCHSD2",15,0.631757594015095
"FCN1",13,0.401770648091986
"FDX1",15,0.635832562454754
"FDX2",15,0.349094215780715
"FDXR",15,0.408425863148584
"FEM1A",15,0.885320224937291
"FEM1B",15,0.744597481939854
"FEN1",15,0.813115597584202
"FER",15,0.601990432167825
"FER1L4",14,0.276025782832307
"FERMT2",15,0.27003910734639
"FERMT3",15,0.883115161024494
"FES",14,0.360501137373667
"FEZ1",15,0.32089300468317
"FEZ2",15,0.320408593493782
"FGD2",15,0.80346502005811
"FGD4",15,0.664739706656999
"FGD5",15,0.826968952856724
"FGD6",15,0.587490855056294
"FGF10",8,0.470351331704341
"FGF13",14,0.453336928951365
"FGF2",15,0.594044897671221
"FGFR1",15,0.380044727066104
"FGFR1OP",15,0.326842637132317
"FGFR1OP2",15,0.39183134754719
"FGFR2",15,0.682799590082527
"FGFR3",15,0.360578008207295
"FGFRL1",15,0.468225953522919
"FGGY",15,0.361920824679867
"FGL2",15,0.673719318912579
"FGR",15,0.608038684019228
"FH",15,0.717349037209882
"FHDC1",15,0.694192465932469
"FHL1",15,0.372359876996762
"FHL2",15,0.723711628693789
"FHL3",15,0.291775129409381
"FHOD1",15,0.63915190984852
"FIBIN",9,0.4082457468182
"FIBP",15,0.353791461958855
"FICD",15,0.40197347685537
"FIG4",14,0.364940683820716
"FIGN",15,0.523086424022529
"FIGNL1",15,0.47855629122676
"FILIP1",15,0.58936783601359
"FILIP1L",15,0.686550540063096
"FIP1L1",15,0.395869270349541
"FIS1",15,0.591317779396889
"FIZ1",15,0.616280425056874
"FJX1",15,0.533977175755731
"FKBP10",15,0.729155579275597
"FKBP14",15,0.665175533517921
"FKBP2",15,0.790864398271953
"FKBP4",15,0.550121192397201
"FKBP5",15,0.778196277461348
"FKBP7",15,0.479339913623336
"FKBP8",15,0.655251402733627
"FKRP",15,0.295882877433988
"FKTN",15,0.486032954954785
"FLAD1",15,0.65079169930688
"FLCN",15,0.350089362110867
"FLI1",15,0.91919087561713
"FLII",15,0.579036582401586
"FLNA",15,0.83319397035446
"FLNB",15,0.472574079241576
"FLOT1",15,0.635378578455059
"FLOT2",15,0.559502459164475
"FLRT2",12,0.44921687962367
"FLT1",15,0.779818764844737
"FLT4",15,0.315772059655021
"FLVCR1",15,0.48483101435687
"FLVCR2",15,0.401444133630716
"FLYWCH1",15,0.331150717291705
"FLYWCH2",15,0.652442925305582
"FMC1",14,0.292433802126117
"FMN1",15,0.335310556627603
"FMNL1",15,0.413481287101567
"FMNL3",15,0.447361631882626
"FMO5",15,0.474280471052603
"FMOD",15,0.563659545313203
"FMR1",15,0.551499684720118
"FN1",15,0.900577240887215
"FN3K",15,0.400707666766981
"FNBP1",15,0.416045331261049
"FNBP1L",15,0.622214407699313
"FNBP4",15,0.521343915455508
"FNDC3A",15,0.829498134878357
"FNDC3B",15,0.587785031842776
"FNIP1",15,0.661328184426942
"FNTA",15,0.413074391864819
"FOLR1",15,0.458788961514905
"FOLR2",9,0.541214424882339
"FOS",15,0.605141116817124
"FOSB",12,0.603544180141255
"FOSL2",15,0.787185785555289
"FOXC1",15,0.432132169575908
"FOXF1",15,0.764256626985811
"FOXF2",15,0.610720950381273
"FOXI3",15,0.622798839759346
"FOXJ2",15,0.54675382260595
"FOXJ3",15,0.601148610281993
"FOXK1",15,0.443913495075247
"FOXL2NB",15,0.461389995513182
"FOXM1",15,0.759917547908855
"FOXN2",15,0.78472155402145
"FOXN3",15,0.427725951611551
"FOXO1",15,0.728246413580043
"FOXO3",15,0.506557022375577
"FOXO4",15,0.612268600477063
"FOXP1",15,0.65933580104833
"FOXP4",15,0.336676482989056
"FOXRED1",15,0.463567431421022
"FOXRED2",15,0.299811850931669
"FPGT",14,0.270296691788199
"FPR1",15,0.5215289901859
"FPR3",15,0.760091931627314
"FRAS1",15,0.69346841305692
"FRAT1",15,0.611768077799737
"FRAT2",15,0.306930854311586
"FREM1",15,0.440876562734743
"FREM2",15,0.722372070745851
"FRG1CP",15,0.302816421973378
"FRK",15,0.291515123840855
"FRMD3",15,0.769712367047598
"FRMD4A",10,0.253898744893208
"FRMD4B",15,0.55298487547107
"FRMD6",15,0.66532381665661
"FRMD8",15,0.36306356488403
"FRRS1",13,0.309405369675687
"FRS2",15,0.829865733161092
"FRS3",15,0.250162337121712
"FRY",15,0.427099032408976
"FRYL",15,0.651703338229805
"FSCN1",15,0.829270583376189
"FSD1",11,0.390586828947185
"FSD1L",15,0.353132044831007
"FSIP2",15,0.298560377416627
"FSTL3",15,0.80665569580724
"FTH1",15,0.765306224329179
"FTL",15,0.879816092271879
"FTO",15,0.436319876156263
"FTSJ1",15,0.776154506829765
"FTSJ3",11,0.269434436852752
"FUBP1",15,0.380916368198947
"FUBP3",15,0.752175385691033
"FUK",15,0.362196338741607
"FUNDC1",15,0.389177575885115
"FUNDC2",15,0.312137880411336
"FUOM",15,0.485431937789232
"FURIN",15,0.778011276077221
"FUS",15,0.483548971982591
"FUT11",15,0.474456302161476
"FUT4",15,0.596492728898837
"FUT8",15,0.678712273698454
"FUZ",15,0.412801058982421
"FXN",15,0.509936426391386
"FXR2",15,0.790711730027934
"FXYD1",15,0.454684907086902
"FYB1",15,0.692486274778162
"FYCO1",15,0.379404272603991
"FYN",15,0.523573260094452
"FYTTD1",15,0.55967367767665
"FZD10",12,0.571781283608399
"FZD4",15,0.90176041286987
"FZD5",15,0.576593229100832
"FZD6",15,0.286701368900835
"FZD7",15,0.323355638787997
"FZD8",15,0.267220432300579
"G0S2",15,0.307388347574431
"G2E3",15,0.501779432038502
"G3BP1",15,0.768830818876068
"G3BP2",15,0.576670707216764
"G6PC3",15,0.594786879743649
"G6PD",14,0.293142462826317
"GAA",15,0.301239747822406
"GAB1",15,0.655910392086732
"GAB2",15,0.440912418520396
"GABARAP",15,0.313228297274861
"GABARAPL1",15,0.439418817727408
"GABARAPL2",15,0.298090946304871
"GABBR1",15,0.300511766617482
"GABPA",15,0.825789779077991
"GABPB1",15,0.562937870638497
"GABPB2",15,0.350028294866731
"GADD45A",15,0.685482090145012
"GADD45G",15,0.451552654696589
"GADD45GIP1",15,0.492910838296062
"GAK",15,0.634451699127522
"GAL3ST4",15,0.560572794332308
"GALE",15,0.559091450601252
"GALK1",15,0.618859891691774
"GALK2",15,0.367240376908942
"GALM",15,0.613269214517554
"GALNT1",15,0.410695780461402
"GALNT11",15,0.420768796873428
"GALNT12",15,0.321461349023448
"GALNT15",15,0.580606714548782
"GALNT18",15,0.595819145140164
"GALNT3",15,0.482469490227862
"GALNT6",15,0.409084052763768
"GALNT7",15,0.47497395815563
"GALT",15,0.527531333708434
"GAMT",15,0.313075244712576
"GAN",15,0.514751733983001
"GANAB",15,0.651754609977054
"GAPDH",15,0.489119748479058
"GAPDHP32",7,0.293596312861481
"GAPT",15,0.343508000396005
"GAPVD1",15,0.698751568690971
"GAREM2",15,0.27858352186004
"GARNL3",15,0.378950323475888
"GART",15,0.377760760700324
"GAS1",15,0.549992788026393
"GAS2L1",15,0.483999115337823
"GAS2L3",15,0.288060381044648
"GAS6",15,0.613583411567395
"GATA2",15,0.528104795835058
"GATA3",15,0.621502540269981
"GATA6",15,0.555794412148259
"GATAD2A",15,0.542823473170819
"GATAD2B",15,0.261734725117476
"GATB",15,0.33454525074262
"GATC",15,0.307392957781933
"GATD1",15,0.286815297550632
"GATM",15,0.549309918057236
"GBA",15,0.702616310305051
"GBA2",15,0.449400440941406
"GBAP1",15,0.262734722464001
"GBE1",15,0.535013052638145
"GBF1",15,0.515673109308624
"GBP1",15,0.445843704157317
"GBP2",15,0.375227717982261
"GBP4",15,0.715785669452621
"GBP5",15,0.709411516033737
"GCA",15,0.5556467154203
"GCC1",15,0.4606762125039
"GCC2",15,0.428690720352696
"GCFC2",15,0.305514458027301
"GCH1",15,0.480015373212407
"GCHFR",15,0.381504097460761
"GCLC",15,0.443161421788764
"GCLM",15,0.295972199245901
"GCM1",15,0.421428945141544
"GCN1",15,0.413361418282831
"GCNT1",15,0.623499773036799
"GCNT2",15,0.760269918677544
"GCOM1",15,0.449494435404026
"GCSAML-AS1",15,0.273484440741191
"GDA",15,0.466606142047089
"GDAP1",15,0.434566139357818
"GDAP2",15,0.523427384050681
"GDE1",15,0.50934763515034
"GDF15",15,0.661303638495402
"GDF6",15,0.593593175121619
"GDF7",15,0.542270295162464
"GDI1",15,0.552536775349555
"GDI2",13,0.352285411976889
"GDNF",10,0.302731907303071
"GDPD1",15,0.792627555835765
"GDPD4",13,0.327529939782865
"GDPD5",15,0.25902755473653
"GEMIN7",15,0.353142115652068
"GET4",15,0.604374970636321
"GFER",15,0.356019604793768
"GFM1",15,0.35055344344205
"GFM2",14,0.330232884062522
"GFOD1",15,0.749092822411886
"GFOD2",15,0.752661033649674
"GFPT1",15,0.608578182779345
"GGA1",15,0.477211946950397
"GGA3",15,0.39835995911926
"GGCT",15,0.541610005220638
"GGH",15,0.462352749626978
"GGNBP2",15,0.539219451173085
"GGPS1",15,0.288507407321776
"GGT5",15,0.616723105723961
"GGTA1P",15,0.546452624600777
"GH1",15,0.518409840272508
"GH2",15,0.584203174832407
"GHDC",15,0.519115537267627
"GHITM",15,0.382728046239323
"GHR",14,0.468244392339825
"GID4",15,0.391176744776212
"GID8",15,0.624501460444525
"GIGYF1",15,0.538550270511628
"GIGYF2",15,0.749667522834326
"GIMAP1",15,0.726804722873725
"GIMAP5",15,0.597404180761637
"GIMAP6",15,0.793158159708218
"GIMAP7",15,0.427849189502702
"GIMAP8",15,0.791071862139582
"GINM1",15,0.564119629385801
"GINS1",15,0.759558272575465
"GINS2",15,0.544788437707923
"GINS3",15,0.636687485879873
"GINS4",15,0.625409723887751
"GIPC1",15,0.623695887688924
"GIPC2",15,0.426938093511662
"GIPR",11,0.276532629199256
"GIT1",15,0.496798079758111
"GIT2",15,0.587217526216901
"GJA1",15,0.429912557694002
"GJA4",15,0.830389887251499
"GJB3",13,0.342592875541566
"GJC1",15,0.788558205268627
"GK",15,0.641530319217004
"GK5",15,0.458650418023589
"GKAP1",11,0.274608661429554
"GLA",13,0.346160295818581
"GLB1",15,0.506013561271949
"GLB1L2",15,0.567603589973473
"GLCE",14,0.432028713701366
"GLDC",15,0.879695147843975
"GLDN",15,0.603433306319525
"GLE1",15,0.566277372589604
"GLG1",15,0.758156618994459
"GLI2",15,0.493227045134738
"GLI4",14,0.423867860384285
"GLIPR1",15,0.798861463056512
"GLIPR2",15,0.782971579913377
"GLIS3",15,0.329886718141795
"GLMP",15,0.460274164964423
"GLO1",15,0.480820439318394
"GLOD4",15,0.409383428245118
"GLRB",15,0.663994909978961
"GLRX",15,0.456500324088502
"GLRX5",15,0.438768616071676
"GLS",15,0.565589149337791
"GLT8D1",15,0.322527054907399
"GLT8D2",15,0.418657056811151
"GLTP",15,0.371754685843775
"GLUD2",14,0.565905858957386
"GLUL",15,0.516357761626994
"GLYCTK",15,0.474809656860675
"GLYR1",15,0.536016322997025
"GM2A",15,0.495429550984695
"GMCL1",15,0.658435156486968
"GMDS",15,0.395201966925293
"GMEB1",15,0.758013647318516
"GMEB2",15,0.731139552208078
"GMFB",15,0.619727609277036
"GMFG",15,0.775407384066611
"GMIP",15,0.786918667079595
"GMNN",15,0.620818308831064
"GMPPA",15,0.494624589638702
"GMPPB",15,0.694119698289178
"GMPR",15,0.262202391264515
"GMPR2",15,0.599211255584738
"GNA11",15,0.671995924734445
"GNA12",15,0.679708846032406
"GNA13",15,0.757197972156666
"GNA14",15,0.592846409462681
"GNA15",15,0.723977534538486
"GNAI1",15,0.347355770073065
"GNAI3",15,0.427684311480408
"GNAQ",14,0.324696007106741
"GNAS",15,0.360069205034466
"GNB1",15,0.498485255123343
"GNB1L",15,0.432182026032242
"GNB2",15,0.306306301048249
"GNB4",15,0.732528361265479
"GNB5",15,0.408893933718679
"GNE",15,0.729892999052008
"GNG10",15,0.443626084957429
"GNG11",15,0.458249617780551
"GNG12",15,0.66128881621578
"GNG2",15,0.75825432487627
"GNG5",15,0.521595980415528
"GNG7",15,0.467382768722684
"GNGT1",15,0.266171387633313
"GNL2",15,0.351275745238859
"GNL3",14,0.383335156391579
"GNLY",15,0.596807848189712
"GNPAT",15,0.356036065776363
"GNPDA1",15,0.363198739786949
"GNPDA2",15,0.378121374631627
"GNPNAT1",14,0.28198410658877
"GNPTAB",15,0.628777259888063
"GNPTG",15,0.689836776357564
"GNS",15,0.25006733250321
"GOLGA2",15,0.636113500575968
"GOLGA2P5",9,0.272356017444613
"GOLGA3",15,0.425133840392323
"GOLGA4",15,0.712719884923059
"GOLGA5",15,0.699252715920417
"GOLGB1",15,0.5869792651864
"GOLIM4",15,0.589254746555851
"GOLPH3",15,0.761762069445667
"GOLT1B",15,0.692814734660485
"GON4L",15,0.428957716738668
"GOPC",15,0.59362894974027
"GORASP1",15,0.582384916783371
"GORASP2",15,0.457136631041126
"GOSR1",15,0.443616326064071
"GOSR2",15,0.487762380418532
"GOT1",15,0.485682711727544
"GPAA1",15,0.697024669548265
"GPALPP1",15,0.421471095986787
"GPAM",15,0.451438371048132
"GPAT4",15,0.444679565525887
"GPATCH1",15,0.61207456948501
"GPATCH11",14,0.287164577427582
"GPATCH2",15,0.361974750077152
"GPATCH2L",15,0.628071952976586
"GPATCH3",15,0.560363941784919
"GPATCH8",15,0.860232062263924
"GPBAR1",15,0.479613967581469
"GPBP1",15,0.852003715165732
"GPBP1L1",15,0.513864579853658
"GPC1",15,0.299977872151213
"GPC3",15,0.683403034118424
"GPC4",15,0.641697389368742
"GPCPD1",15,0.343444632409325
"GPD1L",10,0.287648064523417
"GPD2",15,0.512788341093003
"GPER1",15,0.281162319226979
"GPI",15,0.570174505359087
"GPKOW",15,0.509083050962909
"GPN1",15,0.30324927163611
"GPN2",15,0.407716670132337
"GPN3",15,0.408422941169482
"GPR107",15,0.681817302773844
"GPR108",15,0.70670381244827
"GPR132",15,0.615394736145019
"GPR137",15,0.638281939545307
"GPR137B",15,0.254236728067641
"GPR143",15,0.41150942351414
"GPR146",15,0.466553277214967
"GPR153",15,0.594344903384155
"GPR157",15,0.599339340026544
"GPR158",8,0.265501441338548
"GPR161",15,0.448529511349219
"GPR162",15,0.28042595321104
"GPR176",15,0.558248805252026
"GPR180",15,0.47588788046941
"GPR183",15,0.60830214841429
"GPR27",14,0.328739973733419
"GPR34",13,0.435730535268817
"GPR37",11,0.269231567556697
"GPR4",15,0.487173087347781
"GPR65",15,0.728065543762367
"GPR78",15,0.723969003667144
"GPR85",15,0.308748488118838
"GPR87",15,0.362334403296612
"GPR89A",7,0.314473742793126
"GPRC5A",15,0.701115034889034
"GPRC5B",15,0.632525498802442
"GPRC5C",15,0.440240972471808
"GPRIN3",15,0.695657860615599
"GPS1",15,0.572366011704434
"GPS2",15,0.353553805537088
"GPSM1",15,0.5613592714425
"GPT2",15,0.461497621958139
"GPX1",15,0.707836572532283
"GPX4",15,0.635071111693136
"GPX8",15,0.608138710464945
"GRAMD1A",14,0.292547566702692
"GRAMD1B",15,0.445341983197249
"GRAMD2A",15,0.281369942120888
"GRAMD2B",15,0.573943752238342
"GRAMD4",5,0.341034487665075
"GRASP",15,0.833800295574165
"GRB2",15,0.317934500057962
"GRB7",15,0.600860017656506
"GREB1",15,0.742183308899596
"GREB1L",15,0.285907010118296
"GREM2",15,0.595201257540754
"GRHL1",15,0.794109296024707
"GRHL2",15,0.567576373340729
"GRHL3",15,0.49429814326827
"GRID1",15,0.295573563829708
"GRIK2",15,0.289670769274061
"GRIN2C",15,0.432239988760548
"GRINA",14,0.34555930840966
"GRIP1",15,0.60812785737587
"GRIP2",15,0.473184120007881
"GRIPAP1",15,0.343703767161723
"GRK2",15,0.754435046293845
"GRK5",15,0.401461435621992
"GRK6",15,0.330475359288333
"GRN",15,0.605841102620946
"GRPEL1",15,0.361099322261301
"GRWD1",15,0.499225594193129
"GSAP",5,0.288106471383776
"GSDMD",15,0.357954837551017
"GSDME",15,0.764780376682955
"GSE1",15,0.692945691870068
"GSK3A",15,0.691681624155139
"GSK3B",15,0.679914677524731
"GSKIP",15,0.454463202700206
"GSN",15,0.581072302595923
"GSPT1",15,0.389414499924784
"GSR",15,0.79245828637247
"GSS",15,0.613247716678143
"GSTA3",15,0.566989558563365
"GSTA4",15,0.549846803207782
"GSTCD",15,0.426947466665168
"GSTK1",15,0.61876127837049
"GSTO1",15,0.370593237492545
"GSTO2",15,0.618123329577164
"GSTP1",15,0.429846606720149
"GSTZ1",15,0.432760075656393
"GTDC1",15,0.531404352978502
"GTF2A1",15,0.888904016538514
"GTF2B",15,0.429241637459641
"GTF2F2",15,0.413540883385417
"GTF2H3",15,0.435132412335316
"GTF2H5",15,0.338857368216325
"GTF2IP1",15,0.268928902765646
"GTF2IP4",15,0.384161730050056
"GTF2IP7",15,0.281968351575587
"GTF2IRD1",15,0.348981508132354
"GTF2IRD2",15,0.33610035345928
"GTF2IRD2B",15,0.465550337318142
"GTF3A",15,0.368331897072526
"GTF3C2",15,0.537488428292409
"GTF3C3",15,0.524953879894262
"GTF3C4",15,0.433933570156451
"GTF3C5",15,0.436533711697883
"GTF3C6",15,0.312394775925264
"GTPBP1",15,0.458386365284275
"GTPBP10",11,0.251329443519767
"GTPBP2",15,0.256349225718791
"GTPBP3",14,0.294892626486675
"GTPBP4",15,0.354755605000815
"GTPBP6",15,0.430238531629237
"GTSE1",15,0.732998980646419
"GUCD1",15,0.672767836588967
"GUCY1A1",15,0.642658721358184
"GUCY1A2",15,0.856327529726289
"GUCY1B1",15,0.626290209891133
"GUF1",15,0.472145139118901
"GUK1",15,0.704180264136338
"GULP1",15,0.496500678252912
"GUSB",15,0.628737381404512
"GXYLT1",15,0.696666138150939
"GXYLT2",15,0.326829642054358
"GYG1",15,0.330441161491521
"GYPC",15,0.595614292876651
"GYS1",15,0.638252971362275
"H2AFJ",15,0.419817031569914
"H2AFX",15,0.735110291218938
"H2AFZ",15,0.547173373136661
"H6PD",15,0.442816709487775
"HAAO",15,0.486802540294623
"HABP4",15,0.648407343897832
"HACD2",14,0.369584318927266
"HACD3",15,0.425938353595447
"HACD4",15,0.392485286141352
"HACE1",15,0.764377290967915
"HACL1",15,0.396282899408205
"HADH",15,0.396600380279258
"HADHA",15,0.41073886162274
"HADHB",15,0.419407243649333
"HAGH",15,0.34824173973167
"HAND2",15,0.621067533406647
"HAP1",13,0.309641140973673
"HAPLN1",15,0.474969946200165
"HAPLN3",15,0.778584794560918
"HARBI1",15,0.558462820524861
"HARS2",15,0.318923176509467
"HAS2",15,0.383308674804902
"HAS3",15,0.449125822036256
"HASPIN",15,0.518070218909125
"HAT1",15,0.416136469118645
"HAUS1",15,0.424210607006808
"HAUS3",15,0.388973017770901
